URL,Status Code,Status,Inlinks,Redirect URI
https://www.vets.gov/burials-and-memorials,302,Moved Temporarily,236,https://www.vets.gov/burials-and-memorials/
https://www.vets.gov/burials-and-memorials/burial-planning,302,Moved Temporarily,9,https://www.vets.gov/burials-and-memorials/burial-planning/
https://www.vets.gov/burials-and-memorials/burial-planning/flags-and-memorial-certificates,302,Moved Temporarily,5,https://www.vets.gov/burials-and-memorials/burial-planning/flags-and-memorial-certificates/
https://www.vets.gov/burials-and-memorials/burial-planning/headstones-markers-medallions,302,Moved Temporarily,5,https://www.vets.gov/burials-and-memorials/burial-planning/headstones-markers-medallions/
https://www.vets.gov/burials-and-memorials/eligibility,302,Moved Temporarily,8,https://www.vets.gov/burials-and-memorials/eligibility/
https://www.vets.gov/burials-and-memorials/find-a-cemetery,302,Moved Temporarily,7,https://www.vets.gov/burials-and-memorials/find-a-cemetery/
https://www.vets.gov/burials-and-memorials/survivor-and-dependent-benefits,302,Moved Temporarily,11,https://www.vets.gov/burials-and-memorials/survivor-and-dependent-benefits/
https://www.vets.gov/burials-and-memorials/survivor-and-dependent-benefits/burial-costs,302,Moved Temporarily,5,https://www.vets.gov/burials-and-memorials/survivor-and-dependent-benefits/burial-costs/
https://www.vets.gov/burials-and-memorials/survivor-and-dependent-benefits/compensation,302,Moved Temporarily,5,https://www.vets.gov/burials-and-memorials/survivor-and-dependent-benefits/compensation/
https://www.vets.gov/burials-and-memorials/what-to-expect-at-a-funeral,302,Moved Temporarily,8,https://www.vets.gov/burials-and-memorials/what-to-expect-at-a-funeral/
https://www.vets.gov/disability-benefits,302,Moved Temporarily,61,https://www.vets.gov/disability-benefits/
https://www.vets.gov/disability-benefits/after-you-apply,302,Moved Temporarily,10,https://www.vets.gov/disability-benefits/after-you-apply/
https://www.vets.gov/disability-benefits/after-you-apply/date,302,Moved Temporarily,4,https://www.vets.gov/disability-benefits/after-you-apply/date/
https://www.vets.gov/disability-benefits/after-you-apply/what-happens-after-rating,302,Moved Temporarily,4,https://www.vets.gov/disability-benefits/after-you-apply/what-happens-after-rating/
https://www.vets.gov/disability-benefits/apply,302,Moved Temporarily,26,https://www.vets.gov/disability-benefits/apply/
https://www.vets.gov/disability-benefits/apply/claim-types,302,Moved Temporarily,21,https://www.vets.gov/disability-benefits/apply/claim-types/
https://www.vets.gov/disability-benefits/apply/claim-types/fully-developed-claim,302,Moved Temporarily,13,https://www.vets.gov/disability-benefits/apply/claim-types/fully-developed-claim/
https://www.vets.gov/disability-benefits/apply/claim-types/in-service,302,Moved Temporarily,13,https://www.vets.gov/disability-benefits/apply/claim-types/in-service/
https://www.vets.gov/disability-benefits/apply/claim-types/new-claim,302,Moved Temporarily,13,https://www.vets.gov/disability-benefits/apply/claim-types/new-claim/
https://www.vets.gov/disability-benefits/apply/claim-types/original-claim,302,Moved Temporarily,13,https://www.vets.gov/disability-benefits/apply/claim-types/original-claim/
https://www.vets.gov/disability-benefits/apply/claim-types/post-service,302,Moved Temporarily,12,https://www.vets.gov/disability-benefits/apply/claim-types/post-service/
https://www.vets.gov/disability-benefits/apply/claim-types/predischarge-claim,302,Moved Temporarily,17,https://www.vets.gov/disability-benefits/apply/claim-types/predischarge-claim/
https://www.vets.gov/disability-benefits/apply/claim-types/predischarge-claim/bdd,302,Moved Temporarily,9,https://www.vets.gov/disability-benefits/apply/claim-types/predischarge-claim/bdd/
https://www.vets.gov/disability-benefits/apply/claim-types/predischarge-claim/overseas,302,Moved Temporarily,7,https://www.vets.gov/disability-benefits/apply/claim-types/predischarge-claim/overseas/
https://www.vets.gov/disability-benefits/apply/claim-types/predischarge-claim/quick-start,302,Moved Temporarily,7,https://www.vets.gov/disability-benefits/apply/claim-types/predischarge-claim/quick-start/
https://www.vets.gov/disability-benefits/apply/claim-types/pre-service,302,Moved Temporarily,13,https://www.vets.gov/disability-benefits/apply/claim-types/pre-service/
https://www.vets.gov/disability-benefits/apply/claim-types/reopened-claim,302,Moved Temporarily,13,https://www.vets.gov/disability-benefits/apply/claim-types/reopened-claim/
https://www.vets.gov/disability-benefits/apply/claim-types/secondary-claim,302,Moved Temporarily,13,https://www.vets.gov/disability-benefits/apply/claim-types/secondary-claim/
https://www.vets.gov/disability-benefits/apply/claim-types/standard-claim,302,Moved Temporarily,12,https://www.vets.gov/disability-benefits/apply/claim-types/standard-claim/
https://www.vets.gov/disability-benefits/apply/evidence,302,Moved Temporarily,8,https://www.vets.gov/disability-benefits/apply/evidence/
https://www.vets.gov/disability-benefits/apply/help,302,Moved Temporarily,7,https://www.vets.gov/disability-benefits/apply/help/
https://www.vets.gov/disability-benefits/apply/one-year,302,Moved Temporarily,9,https://www.vets.gov/disability-benefits/apply/one-year/
https://www.vets.gov/disability-benefits/claims-appeal,302,Moved Temporarily,6,https://www.vets.gov/disability-benefits/claims-appeal/
https://www.vets.gov/disability-benefits/claims-appeal/hearings,302,Moved Temporarily,2,https://www.vets.gov/disability-benefits/claims-appeal/hearings/
https://www.vets.gov/disability-benefits/conditions,302,Moved Temporarily,37,https://www.vets.gov/disability-benefits/conditions/
https://www.vets.gov/disability-benefits/conditions/exposure-to-hazardous-materials,302,Moved Temporarily,25,https://www.vets.gov/disability-benefits/conditions/exposure-to-hazardous-materials/
https://www.vets.gov/disability-benefits/conditions/exposure-to-hazardous-materials/agent-orange,302,Moved Temporarily,21,https://www.vets.gov/disability-benefits/conditions/exposure-to-hazardous-materials/agent-orange/
https://www.vets.gov/disability-benefits/conditions/exposure-to-hazardous-materials/agent-orange/c-123,302,Moved Temporarily,11,https://www.vets.gov/disability-benefits/conditions/exposure-to-hazardous-materials/agent-orange/c-123/
